Student_ID,Age,Gender,Study_Hours,Screen_Time_Hours,Social_Media_Hours,Sleep_Hours,Productivity_Score,Cognitive_Test_Score,Stress_Level,Device_Type,Screen_Time_Category,Social_Media_Category
2224,20.0,Male,3.21,7.64,3.31,5.65,84.0,88.0,High,Mobile,High,Medium
2225,20.0,Female,2.56,6.79,3.43,7.71,81.0,91.0,Medium,Mobile,High,Medium
2226,22.0,Male,5.1,6.34,2.87,7.77,97.0,93.0,Medium,Tablet,High,Medium
2227,23.0,Female,3.12,4.31,2.21,6.59,94.0,95.0,Medium,Mobile,Medium,Medium
2228,20.0,Male,4.32,7.22,3.79,8.03,92.0,93.0,High,Laptop,High,Medium
2229,18.0,Female,4.42,4.49,2.2,6.14,92.0,90.0,Medium,Mobile,Medium,Medium
2230,22.0,Male,6.02,5.8,3.46,6.54,91.0,87.0,Medium,Mobile,Medium,Medium
2231,19.0,Female,3.16,8.89,6.01,6.81,70.0,83.0,High,Mobile,High,High
2232,22.0,Male,6.22,4.68,2.43,6.58,100.0,96.0,Medium,Tablet,Medium,Medium
2233,18.0,Female,4.83,2.85,1.3,7.84,100.0,100.0,Low,Mobile,Low,Low
2234,22.0,Male,6.33,3.89,1.87,7.61,100.0,100.0,Low,Mobile,Medium,Low
2235,19.0,Female,6.38,7.99,5.24,6.45,80.0,90.0,High,Tablet,High,High
2236,22.0,Female,3.07,6.51,3.72,7.56,76.0,94.0,Medium,Tablet,High,Medium
2237,21.0,Male,4.93,5.74,3.08,6.87,91.0,88.0,Medium,Mobile,Medium,Medium
2238,19.0,Female,8.1,4.98,2.22,7.39,100.0,94.0,Medium,Laptop,Medium,Medium
2239,20.0,Female,4.29,6.97,3.73,7.72,78.0,83.0,Medium,Mobile,High,Medium
2240,22.0,Male,5.08,4.3,2.08,7.97,100.0,99.0,Medium,Mobile,Medium,Medium
2241,21.0,Male,5.26,6.61,4.51,7.51,88.0,92.0,Medium,Mobile,High,Medium
2242,21.0,Male,4.99,4.54,3.02,6.37,90.0,96.0,Medium,Mobile,Medium,Medium
2243,23.0,Female,2.99,4.2,1.79,7.78,96.0,99.0,Medium,Mobile,Medium,Low
2244,18.0,Female,6.24,4.73,2.63,6.55,96.0,97.0,Medium,Mobile,Medium,Medium
2245,23.0,Male,2.32,5.25,2.45,6.12,83.0,90.0,Medium,Mobile,Medium,Medium
2246,21.0,Male,4.03,5.9,3.09,6.96,89.0,91.0,Medium,Mobile,Medium,Medium
2247,19.0,Female,5.81,6.47,4.29,6.18,97.0,90.0,Medium,Mobile,High,Medium
2248,19.0,Female,5.72,0.5,0.28,8.73,100.0,100.0,Low,Tablet,Low,Low
2249,20.0,Male,4.15,4.38,2.19,7.98,93.0,90.0,Medium,Laptop,Medium,Medium
2250,22.0,Female,5.79,5.22,2.41,5.63,88.40113941018767,86.0,Medium,Mobile,Medium,Medium
2251,20.0,Female,2.58,9.01,5.77,5.74,71.0,77.0,High,Tablet,High,High
2252,23.0,Male,3.68,3.84,2.26,6.26,93.0,93.0,Low,Mobile,Medium,Medium
2253,18.0,Female,4.73,6.33,3.42,6.56,84.0,82.0,Medium,Mobile,High,Medium
2254,20.0,Male,3.38,8.99,4.18,6.77,81.0,79.0,High,Mobile,High,Medium
2255,19.0,Male,3.8,5.93,1.69,7.33,91.0,100.0,Low,Mobile,Medium,Low
2256,21.0,Male,5.03,6.79,4.67,6.37,79.0,86.0,Medium,Laptop,High,Medium
2257,22.0,Female,5.54,4.4,2.45,8.36,97.0,96.0,Medium,Tablet,Medium,Medium
2258,20.0,Female,4.37,4.99,2.6,5.36,98.0,95.0,Medium,Mobile,Medium,Medium
2259,18.0,Male,4.63,4.39,2.44,8.31,98.0,100.0,Medium,Mobile,Medium,Medium
2260,21.0,Male,5.5,4.54,2.88,6.86,99.0,91.0,Medium,Mobile,Medium,Medium
2261,21.0,Male,4.3,11.44,5.74,5.85,66.0,80.0,Very High,Mobile,High,High
2262,21.0,Female,3.65,7.69,3.49,6.24,80.0,89.0,High,Laptop,High,Medium
2263,22.0,Male,4.63,8.2,4.72,7.79,80.0,87.0,High,Laptop,High,Medium
2264,19.0,Female,4.88,6.98,4.18,5.82,87.0,84.0,Medium,Mobile,High,Medium
2265,22.0,Male,6.52,2.79,1.71,7.65,100.0,100.0,Low,Laptop,Low,Low
2266,22.0,Male,4.31,6.79,4.51,7.26,88.0,90.0,Medium,Mobile,High,Medium
2267,18.0,Male,2.76,8.15,4.17,5.28,77.0,76.0,High,Tablet,High,Medium
2268,21.0,Male,4.46,4.29,1.81,6.61,99.0,95.0,Medium,Mobile,Medium,Low
2269,20.0,Female,4.33,7.93,5.45,6.5,72.0,80.0,High,Laptop,High,High
2270,20.0,Male,6.26,7.41,3.93,6.01,82.0,87.0,High,Mobile,High,Medium
2271,21.0,Male,2.81,9.7,5.69,5.61,67.0,80.0,High,Mobile,High,High
2272,20.0,Male,5.72,5.16,3.1,6.89,90.0,90.0,Medium,Laptop,Medium,Medium
2273,19.0,Male,4.77,3.8,2.14,7.96,95.0,98.0,Low,Mobile,Medium,Medium
2274,21.0,Male,4.85,5.28,2.44,6.87,93.0,98.0,Medium,Tablet,Medium,Medium
2275,19.0,Male,5.46,8.87,5.56,7.29,88.0,86.0,High,Mobile,High,High
2276,19.0,Female,6.52,2.34,1.5,6.93,100.0,96.0,Low,Tablet,Low,Low
2277,22.0,Female,4.25,1.86,1.05,6.83,100.0,100.0,Low,Tablet,Low,Low
2278,19.0,Male,3.76,6.18,3.38,8.51,92.0,90.0,Medium,Mobile,High,Medium
2279,21.0,Male,6.27,5.11,2.22,6.65,100.0,95.0,Medium,Mobile,Medium,Medium
2280,21.0,Female,4.66,6.02,2.56,5.95,87.0,89.0,Medium,Laptop,High,Medium
2281,18.0,Male,2.55,7.89,3.96,5.23,74.0,81.0,High,Mobile,High,Medium
2282,19.0,Male,3.85,4.89,2.41,8.08,98.0,100.0,Medium,Laptop,Medium,Medium
2283,22.0,Male,6.47,2.25,1.54,7.48,100.0,100.0,Low,Mobile,Low,Low
2284,19.0,Male,4.47,10.09,6.41,5.98,67.0,76.0,Very High,Laptop,High,High
2285,20.0,Female,5.12,4.01,2.4,7.27,100.0,100.0,Medium,Mobile,Medium,Medium
2286,21.0,Male,8.11,3.88,2.15,8.23,88.40113941018767,96.0,Low,Laptop,Medium,Medium
2287,22.0,Female,4.83,8.21,3.7,6.41,83.0,90.0,High,Mobile,High,Medium
2288,20.0,Male,4.44,5.23,3.63,9.0,90.0,95.0,Medium,Laptop,Medium,Medium
2289,20.0,Male,3.56,5.87,3.01,7.13,91.0,97.0,Medium,Mobile,Medium,Medium
2290,23.0,Female,3.04,6.97,3.01,7.66,81.0,91.0,Medium,Mobile,High,Medium
2291,23.0,Male,4.25,8.17,4.48,7.21,79.0,89.0,High,Tablet,High,Medium
2292,22.0,Female,4.11,5.33,3.53,7.1,90.0,86.0,Medium,Laptop,Medium,Medium
2293,21.0,Male,5.6,9.04,6.02,5.92,80.0,85.0,High,Tablet,High,High
2294,19.0,Female,7.54,1.73,0.7,8.12,100.0,100.0,Low,Mobile,Low,Low
2295,19.0,Male,4.8,7.52,5.01,7.1,73.0,94.0,High,Laptop,High,High
2296,21.0,Female,3.59,4.32,2.08,6.88,81.0,89.0,Medium,Laptop,Medium,Medium
2297,21.0,Male,2.87,8.74,3.6,6.59,77.0,80.0,High,Laptop,High,Medium
2298,23.0,Female,5.92,6.28,4.11,7.93,100.0,91.0,Medium,Mobile,High,Medium
2299,21.0,Male,4.23,4.65,3.07,8.93,91.0,93.0,Medium,Mobile,Medium,Medium
2300,18.0,Female,5.45,7.33,4.24,7.42,86.0,87.0,High,Tablet,High,Medium
2301,22.0,Male,4.53,7.79,4.46,8.13,77.0,87.0,High,Mobile,High,Medium
2302,19.0,Female,4.18,7.28,4.69,6.24,82.0,85.0,High,Tablet,High,Medium
2303,20.0,Male,4.27,3.94,2.51,7.97,97.0,97.0,Low,Mobile,Medium,Medium
2304,21.0,Male,4.68,5.03,3.36,8.26,88.0,98.0,Medium,Tablet,Medium,Medium
2305,23.0,Male,4.73,5.99,3.39,6.28,84.0,90.0,Medium,Laptop,Medium,Medium
2306,25.0,Male,5.76,5.92,4.09,6.63,100.0,87.0,Medium,Laptop,Medium,Medium
2307,21.0,Male,2.99,7.5,5.24,8.09,83.0,88.0,High,Mobile,High,High
2308,20.0,Female,5.39,1.97,0.86,7.03,100.0,100.0,Low,Tablet,Low,Low
2309,21.0,Female,4.35,6.67,4.37,5.79,86.0,92.0,Medium,Mobile,High,Medium
2310,22.0,Male,5.47,5.42,2.98,8.34,96.0,89.0,Medium,Laptop,Medium,Medium
2311,20.0,Female,3.91,4.32,2.23,8.29,92.0,100.0,Medium,Mobile,Medium,Medium
2312,23.0,Female,3.36,4.52,2.64,7.64,87.0,93.0,Medium,Laptop,Medium,Medium
2313,21.0,Male,5.44,5.57,2.32,7.05,85.0,92.0,Medium,Laptop,Medium,Medium
2314,21.0,Female,4.33,0.5,0.28,7.75,100.0,100.0,Low,Mobile,Low,Low
2315,21.0,Female,6.46,4.6,3.04,7.51,100.0,91.0,Medium,Laptop,Medium,Medium
2316,21.0,Female,4.84,4.25,1.97,8.61,98.0,98.0,Medium,Mobile,Medium,Low
2317,22.0,Male,2.32,7.07,3.73,6.98,79.0,82.0,High,Tablet,High,Medium
2318,20.0,Female,4.41,4.39,2.99,9.0,93.0,100.0,Medium,Tablet,Medium,Medium
2319,20.0,Male,5.08,5.57,2.94,6.37,91.0,88.0,Medium,Mobile,Medium,Medium
2320,19.0,Male,2.94,9.08,4.61,6.37,62.0,88.0,High,Mobile,High,Medium
2321,21.0,Male,3.93,7.99,4.25,6.3,82.0,86.0,High,Laptop,High,Medium
2322,22.0,Female,4.85,7.8,4.34,5.77,81.0,88.0,High,Mobile,High,Medium
2323,21.0,Female,4.56,5.0,2.95,7.08,82.0,96.0,Medium,Mobile,Medium,Medium
2324,23.0,Female,3.05,7.09,4.54,7.12,84.0,86.0,High,Mobile,High,Medium
2325,20.0,Male,4.28,5.53,2.96,7.51,90.0,96.0,Medium,Mobile,Medium,Medium
2326,22.0,Male,6.31,5.61,3.62,8.81,100.0,92.0,Medium,Mobile,Medium,Medium
2327,19.0,Male,6.28,6.82,3.82,7.21,91.0,92.0,Medium,Mobile,High,Medium
2328,20.0,Male,2.43,4.81,2.41,8.16,92.0,93.0,Medium,Mobile,Medium,Medium
2329,22.0,Male,4.91,8.99,5.37,6.45,74.0,76.0,High,Laptop,High,High
2330,22.0,Female,4.9,5.68,3.49,8.41,91.0,91.0,Medium,Mobile,Medium,Medium
2331,20.0,Female,5.24,7.24,4.11,8.67,91.0,92.0,High,Mobile,High,Medium
2332,20.0,Male,2.97,8.91,3.72,6.84,69.0,90.0,High,Laptop,High,Medium
2333,18.0,Male,1.76,8.06,3.63,5.79,72.0,80.0,High,Laptop,High,Medium
2334,20.0,Male,6.05,3.18,1.54,7.12,100.0,100.0,Low,Mobile,Medium,Low
2335,22.0,Male,3.1,6.89,3.34,7.05,87.0,92.0,Medium,Laptop,High,Medium
2336,21.0,Female,2.32,7.7,4.64,7.03,74.0,88.0,High,Laptop,High,Medium
2337,21.0,Female,2.38,7.78,3.15,7.2,72.0,80.0,High,Mobile,High,Medium
2338,21.0,Female,5.89,3.77,2.36,7.81,100.0,100.0,Low,Mobile,Medium,Medium
2339,21.0,Male,5.06,4.69,2.25,7.27,100.0,94.0,Medium,Mobile,Medium,Medium
2340,20.0,Male,4.84,7.99,3.94,6.09,83.0,82.0,High,Laptop,High,Medium
2341,22.0,Male,5.76,4.48,2.5,7.62,88.40113941018767,98.0,Medium,Mobile,Medium,Medium
2342,21.0,Female,4.17,5.4,2.51,8.6,85.0,93.0,Medium,Tablet,Medium,Medium
2343,21.0,Female,3.47,9.15,6.09,7.19,76.0,75.0,High,Laptop,High,High
2344,20.0,Male,3.92,5.9,2.51,7.45,95.0,93.0,Medium,Mobile,Medium,Medium
2345,18.0,Male,4.68,4.55,2.43,8.11,98.0,99.0,Medium,Mobile,Medium,Medium
2346,22.0,Male,3.87,4.24,2.78,7.06,97.0,94.0,Medium,Mobile,Medium,Medium
2347,20.0,Female,4.77,6.67,3.9,6.46,85.0,84.0,Medium,Mobile,High,Medium
2348,19.0,Female,6.59,3.33,1.62,6.94,100.0,99.0,Low,Mobile,Medium,Low
2349,22.0,Female,3.67,5.51,2.9,7.0,93.0,94.0,Medium,Laptop,Medium,Medium
2350,20.0,Female,5.84,6.67,4.08,6.53,85.0,97.0,Medium,Laptop,High,Medium
2351,22.0,Male,3.86,8.6,5.95,7.45,76.0,87.0,High,Mobile,High,High
2352,21.0,Male,4.39,7.34,4.9,6.35,82.0,90.0,High,Mobile,High,Medium
2353,22.0,Male,2.89,4.57,2.3,6.64,99.0,92.0,Medium,Mobile,Medium,Medium
2354,18.0,Male,1.62,8.36,5.85,8.08,84.0,87.0,High,Mobile,High,High
2355,22.0,Female,4.85,5.4,2.17,6.76,100.0,93.0,Medium,Laptop,Medium,Medium
2356,21.0,Female,6.19,3.53,1.44,7.62,100.0,100.0,Low,Mobile,Medium,Low
2357,20.0,Male,3.8,5.66,3.66,7.43,86.0,96.0,Medium,Laptop,Medium,Medium
2358,21.0,Female,5.64,8.88,4.08,5.51,93.0,73.0,High,Tablet,High,Medium
2359,18.0,Male,5.28,6.33,2.65,7.92,83.0,87.0,Medium,Laptop,High,Medium
2360,21.0,Male,3.4,6.03,2.84,7.5,85.0,85.0,Medium,Mobile,High,Medium
2361,19.0,Male,3.56,9.27,4.89,7.59,67.0,80.0,High,Mobile,High,Medium
2362,18.0,Male,8.33,3.14,1.94,7.03,100.0,100.0,Low,Mobile,Medium,Low
2363,18.0,Male,3.78,3.43,2.01,7.59,95.0,93.0,Low,Laptop,Medium,Medium
2364,22.0,Male,6.1,2.77,1.31,7.68,100.0,100.0,Low,Laptop,Low,Low
2365,20.0,Male,3.89,6.75,3.72,7.06,81.0,92.0,Medium,Laptop,High,Medium
2366,23.0,Female,5.25,6.33,4.29,5.77,92.0,90.0,Medium,Laptop,High,Medium
2367,20.0,Male,5.09,9.09,5.86,6.47,77.0,79.0,High,Laptop,High,High
2368,18.0,Male,3.89,6.49,3.23,5.76,80.0,90.0,Medium,Laptop,High,Medium
2369,19.0,Male,6.09,5.19,3.61,7.45,100.0,95.0,Medium,Mobile,Medium,Medium
2370,22.0,Female,7.17,6.0,3.68,5.3,96.0,94.0,Medium,Laptop,Medium,Medium
2371,20.0,Male,4.51,6.24,2.61,5.47,98.0,85.0,Medium,Laptop,High,Medium
2372,20.0,Female,6.44,2.66,1.09,8.32,100.0,100.0,Low,Mobile,Low,Low
2373,21.0,Male,2.17,11.42,5.14,5.48,51.0,75.0,Very High,Tablet,High,High
2374,21.0,Female,4.21,7.04,4.35,6.0,91.0,81.0,High,Tablet,High,Medium
2375,22.0,Female,4.16,6.42,2.92,7.93,87.0,87.0,Medium,Mobile,High,Medium
2376,23.0,Male,5.09,7.23,4.0,7.02,82.0,86.0,High,Laptop,High,Medium
2377,20.0,Male,5.52,7.42,3.18,7.41,87.0,86.0,High,Mobile,High,Medium
2378,19.0,Male,4.45,5.72,3.87,6.92,90.0,94.0,Medium,Mobile,Medium,Medium
2379,20.0,Female,6.72,4.74,2.39,9.0,100.0,100.0,Medium,Mobile,Medium,Medium
2380,21.0,Male,5.98,7.2,4.84,6.28,91.0,87.0,High,Mobile,High,Medium
2381,19.0,Male,5.29,6.77,4.63,8.24,89.0,97.0,Medium,Mobile,High,Medium
2382,19.0,Female,4.37,4.38,1.76,7.27,95.0,95.0,Medium,Mobile,Medium,Low
2383,21.0,Male,2.91,8.84,4.77,5.11,79.0,79.0,High,Laptop,High,Medium
2384,20.0,Female,3.35,6.59,2.68,7.27,84.0,94.0,Medium,Mobile,High,Medium
2385,21.0,Female,5.2,7.46,5.02,6.96,78.0,80.0,High,Mobile,High,High
2386,19.0,Male,2.21,8.78,4.88,5.6,74.0,77.0,High,Mobile,High,Medium
2387,20.0,Male,5.3,6.04,2.55,6.25,98.0,87.0,Medium,Mobile,High,Medium
2388,19.0,Male,3.01,6.63,2.87,6.85,83.0,91.0,Medium,Mobile,High,Medium
2389,22.0,Female,5.0,7.62,3.92,6.96,88.0,86.0,High,Mobile,High,Medium
2390,22.0,Female,4.96,4.55,3.1,5.31,100.0,89.0,Medium,Mobile,Medium,Medium
2391,18.0,Female,6.07,6.11,3.71,7.82,93.0,92.0,Medium,Mobile,High,Medium
2392,19.0,Female,5.79,6.25,4.13,6.55,96.0,83.0,Medium,Mobile,High,Medium
2393,18.0,Female,6.8,4.09,2.09,6.32,100.0,96.0,Medium,Tablet,Medium,Medium
2394,20.0,Male,4.86,10.64,4.39,6.82,88.40113941018767,79.0,Very High,Mobile,High,Medium
2395,20.0,Male,5.52,3.19,2.21,7.54,100.0,98.0,Low,Laptop,Medium,Medium
2396,18.0,Female,3.89,3.4,1.38,8.49,100.0,100.0,Low,Mobile,Medium,Low
2397,19.0,Male,2.45,8.63,5.91,6.82,69.0,79.0,High,Mobile,High,High
2398,19.0,Male,1.57,7.43,3.79,6.71,85.0,91.0,High,Mobile,High,Medium
2399,21.0,Female,3.81,3.95,1.59,7.29,100.0,95.0,Low,Tablet,Medium,Low
2400,21.0,Male,4.22,7.21,4.37,7.14,88.40113941018767,90.0,High,Mobile,High,Medium
2401,19.0,Female,2.95,8.94,6.21,6.08,76.0,78.0,High,Laptop,High,High
2402,21.0,Female,4.3,5.94,4.1,6.33,87.0,86.0,Medium,Laptop,Medium,Medium
2403,20.0,Male,3.53,11.2,5.02,6.45,65.0,74.0,Very High,Mobile,High,High
2404,20.0,Female,5.17,2.55,1.16,7.57,93.0,100.0,Low,Tablet,Low,Low
2405,23.0,Male,2.74,7.39,4.21,6.75,73.0,90.0,High,Mobile,High,Medium
2406,23.0,Male,3.74,8.33,4.92,7.41,83.0,88.0,High,Mobile,High,Medium
2407,19.0,Male,2.89,7.78,4.84,6.55,84.0,92.0,High,Mobile,High,Medium
2408,22.0,Male,4.3,5.59,2.54,7.09,77.0,88.0,Medium,Mobile,Medium,Medium
2409,22.0,Male,6.29,5.42,3.73,6.64,92.0,92.0,Medium,Mobile,Medium,Medium
2410,19.0,Male,3.91,6.89,4.08,7.17,81.0,93.0,Medium,Laptop,High,Medium
2411,22.0,Male,6.14,7.63,4.99,6.95,88.0,80.0,High,Mobile,High,Medium
2412,23.0,Male,5.86,7.2,4.05,7.48,87.0,91.0,High,Laptop,High,Medium
2413,19.0,Female,3.18,8.08,4.24,6.12,85.0,82.0,High,Mobile,High,Medium
2414,19.0,Female,3.78,3.96,2.74,7.04,95.0,100.0,Low,Tablet,Medium,Medium
2415,22.0,Male,4.57,5.54,3.18,7.73,91.0,100.0,Medium,Mobile,Medium,Medium
2416,21.0,Male,6.45,4.12,2.72,7.58,100.0,100.0,Medium,Laptop,Medium,Medium
2417,21.0,Male,4.14,5.23,3.59,6.43,94.0,94.0,Medium,Laptop,Medium,Medium
2418,21.0,Male,4.98,8.03,4.84,7.64,75.0,83.0,High,Mobile,High,Medium
2419,21.0,Female,5.88,5.93,3.51,5.6,93.0,86.0,Medium,Mobile,Medium,Medium
2420,19.0,Female,2.01,11.21,4.5,6.59,51.0,74.0,Very High,Mobile,High,Medium
2421,22.0,Male,3.57,6.39,2.63,5.91,94.0,96.0,Medium,Mobile,High,Medium
2422,22.0,Male,5.32,6.12,2.82,8.48,94.0,89.0,Medium,Mobile,High,Medium
2423,20.0,Male,4.62,6.21,2.83,5.72,97.0,87.0,Medium,Laptop,High,Medium
2424,20.0,Female,4.06,4.72,2.25,8.18,99.0,98.0,Medium,Mobile,Medium,Medium
2425,18.0,Male,4.11,5.88,2.89,6.96,93.0,87.0,Medium,Mobile,Medium,Medium
2426,21.0,Female,3.74,5.93,4.2,6.25,77.0,78.0,High,Mobile,Medium,Medium
2427,21.0,Female,2.55,6.23,3.28,7.1,81.0,86.0,Medium,Laptop,High,Medium
2428,20.0,Male,5.9,4.41,1.89,7.82,100.0,98.0,Medium,Mobile,Medium,Low
2429,22.0,Female,4.48,4.15,1.71,6.65,100.0,100.0,Medium,Mobile,Medium,Low
2430,20.0,Female,1.43,5.1,3.07,6.53,77.0,89.0,Medium,Mobile,Medium,Medium
2431,21.0,Female,4.43,6.15,3.45,7.49,90.0,97.0,Medium,Mobile,High,Medium
2432,19.0,Male,2.89,8.39,4.47,5.16,81.0,72.0,High,Laptop,High,Medium
2433,20.0,Male,7.33,3.32,1.96,7.07,100.0,99.0,Low,Laptop,Medium,Low
2434,20.0,Female,3.99,5.36,3.47,9.0,90.0,100.0,Medium,Laptop,Medium,Medium
2435,21.0,Female,3.1,6.29,3.32,6.17,86.0,93.0,Medium,Mobile,High,Medium
2436,20.0,Female,6.21,2.33,1.38,8.65,100.0,100.0,Low,Tablet,Low,Low
2437,20.0,Female,4.21,4.33,2.97,6.87,100.0,95.0,Medium,Mobile,Medium,Medium
2438,22.0,Female,3.97,4.64,3.02,7.68,90.0,96.0,Medium,Mobile,Medium,Medium
2439,20.0,Female,5.59,4.41,2.33,7.84,100.0,100.0,Medium,Mobile,Medium,Medium
2440,18.0,Male,3.14,6.38,3.79,7.83,87.0,93.0,Medium,Mobile,High,Medium
2441,23.0,Female,2.85,5.68,2.57,6.9,83.0,97.0,Medium,Mobile,Medium,Medium
2442,23.0,Female,6.9,4.89,2.78,8.81,95.0,96.0,Medium,Mobile,Medium,Medium
2443,19.0,Female,4.94,6.86,4.76,6.36,79.0,87.0,Medium,Mobile,High,Medium
2444,22.0,Female,3.15,9.45,5.25,6.5,66.0,81.0,High,Mobile,High,High
2445,20.0,Male,3.51,9.28,6.29,6.54,75.0,85.0,High,Laptop,High,High
2446,21.0,Female,6.26,2.15,1.12,6.87,100.0,100.0,Low,Tablet,Low,Low
2447,21.0,Female,5.32,7.15,5.0,6.54,80.0,88.0,High,Mobile,High,Medium
2448,20.0,Male,3.7,5.64,3.24,7.2,82.0,91.0,Medium,Laptop,Medium,Medium
2449,19.0,Male,4.85,6.31,2.6,6.59,93.0,89.0,Medium,Laptop,High,Medium
2450,19.0,Male,4.13,5.2,3.0,9.0,87.0,94.0,Medium,Tablet,Medium,Medium
2451,19.0,Male,4.2,6.24,3.01,6.28,89.0,91.0,Medium,Mobile,High,Medium
2452,19.0,Male,4.6,6.3,2.58,7.88,81.0,99.0,Medium,Laptop,High,Medium
2453,20.0,Male,4.84,4.84,3.13,7.92,98.0,92.0,Medium,Mobile,Medium,Medium
2454,19.0,Female,5.92,4.21,2.03,7.35,91.0,100.0,Medium,Laptop,Medium,Medium
2455,22.0,Female,5.35,5.1,3.26,6.49,92.0,97.0,Medium,Laptop,Medium,Medium
2456,23.0,Female,2.55,6.47,3.15,6.29,73.0,88.0,Medium,Laptop,High,Medium
2457,20.0,Female,2.51,7.2,3.3,6.35,81.0,85.0,High,Mobile,High,Medium
2458,21.0,Male,3.54,7.71,5.34,5.23,78.0,84.0,High,Laptop,High,High
2459,21.0,Male,6.99,5.01,2.55,6.4,100.0,95.0,Medium,Mobile,Medium,Medium
2460,21.0,Female,3.31,6.57,3.81,5.7,79.0,88.0,Medium,Mobile,High,Medium
2461,21.0,Male,3.67,7.93,4.62,7.69,88.40113941018767,81.0,High,Mobile,High,Medium
2462,22.0,Female,3.16,8.33,4.73,7.03,64.0,84.0,High,Laptop,High,Medium
2463,21.0,Female,3.87,5.88,3.97,7.65,86.0,97.0,Medium,Tablet,Medium,Medium
2464,19.0,Male,4.85,5.56,3.35,7.56,89.0,97.0,Medium,Laptop,Medium,Medium
2465,22.0,Female,6.07,6.38,3.32,7.06,95.0,91.0,Medium,Mobile,High,Medium
2466,22.0,Male,5.74,3.7,2.44,8.63,100.0,100.0,Low,Mobile,Medium,Medium
2467,19.0,Male,3.65,5.61,2.55,6.59,90.0,89.0,Medium,Mobile,Medium,Medium
2468,21.0,Female,7.36,7.49,4.22,6.79,92.0,86.0,High,Mobile,High,Medium
2469,22.0,Male,4.21,7.28,4.99,7.34,83.0,91.0,High,Mobile,High,Medium
2470,20.0,Female,3.97,5.46,3.21,6.05,92.0,92.0,Medium,Mobile,Medium,Medium
2471,22.0,Male,6.06,6.44,4.15,9.0,92.0,91.0,Medium,Mobile,High,Medium
2472,24.0,Female,4.43,4.35,2.59,7.35,98.0,100.0,Medium,Laptop,Medium,Medium
2473,19.0,Female,6.07,7.41,4.83,6.83,90.0,88.0,High,Laptop,High,Medium
2474,18.0,Female,3.5,5.84,3.99,8.04,82.0,91.0,Medium,Laptop,Medium,Medium
2475,21.0,Male,6.38,5.45,2.63,7.84,96.0,91.0,Medium,Mobile,Medium,Medium
2476,22.0,Male,4.96,5.28,2.38,7.17,92.0,94.0,Medium,Mobile,Medium,Medium
2477,20.0,Female,6.09,5.87,3.2,7.13,100.0,93.0,Medium,Mobile,Medium,Medium
2478,23.0,Male,7.05,5.1,3.11,5.98,99.0,97.0,Medium,Mobile,Medium,Medium
2479,18.0,Female,2.74,7.32,3.43,6.29,76.0,84.0,High,Laptop,High,Medium
2480,22.0,Female,6.27,5.21,2.09,7.57,100.0,89.0,Medium,Mobile,Medium,Medium
2481,20.0,Female,1.85,9.19,4.62,6.72,58.0,71.0,High,Laptop,High,Medium
2482,23.0,Female,2.36,8.93,6.17,7.39,83.0,81.0,High,Tablet,High,High
2483,23.0,Male,4.07,4.22,2.57,7.26,91.0,97.0,Medium,Mobile,Medium,Medium
2484,19.0,Female,5.06,6.14,3.2,5.86,87.0,92.0,Medium,Mobile,High,Medium
2485,20.0,Female,4.93,4.7,2.15,8.11,93.0,100.0,Medium,Tablet,Medium,Medium
2486,22.0,Male,4.49,5.35,2.71,8.28,91.0,95.0,Medium,Laptop,Medium,Medium
2487,20.0,Female,3.48,10.0,4.51,6.92,88.40113941018767,69.0,Very High,Laptop,High,Medium
2488,20.0,Male,5.4,5.38,2.32,6.99,90.0,88.0,Medium,Laptop,Medium,Medium
2489,21.0,Male,5.09,6.72,4.52,7.69,92.0,86.0,Medium,Mobile,High,Medium
2490,18.0,Male,5.49,7.08,4.95,9.0,87.0,91.0,High,Mobile,High,Medium
2491,20.0,Female,7.28,4.0,1.8,7.49,100.0,97.0,Medium,Mobile,Medium,Low
2492,19.0,Male,4.99,4.29,1.79,6.29,100.0,100.0,Medium,Mobile,Medium,Low
2493,20.0,Female,4.6,3.59,1.79,7.01,96.0,95.0,Low,Mobile,Medium,Low
2494,23.0,Female,5.77,4.23,2.28,7.85,100.0,100.0,Medium,Mobile,Medium,Medium
2495,19.0,Male,4.78,0.5,0.23,6.82,100.0,100.0,Low,Laptop,Low,Low
2496,22.0,Male,3.36,7.09,3.48,6.92,84.0,89.0,High,Mobile,High,Medium
2497,20.0,Female,4.47,10.11,4.65,6.48,77.0,79.0,Very High,Mobile,High,Medium
2498,20.0,Male,4.26,6.3,3.98,8.17,82.0,95.0,Medium,Mobile,High,Medium
2499,22.0,Female,3.9,3.17,1.95,8.61,98.0,100.0,Low,Mobile,Medium,Low
2500,21.0,Male,3.1,4.71,2.78,7.95,84.0,99.0,Medium,Mobile,Medium,Medium
2501,21.0,Male,4.83,5.08,2.62,5.45,98.0,90.0,Medium,Laptop,Medium,Medium
2502,22.0,Female,6.48,3.96,2.66,8.14,99.0,100.0,Low,Laptop,Medium,Medium
2503,20.0,Male,5.34,7.72,5.33,7.22,71.0,87.0,High,Mobile,High,High
2504,20.0,Male,4.15,7.62,3.44,6.88,80.0,90.0,High,Mobile,High,Medium
2505,19.0,Male,7.6,3.69,1.72,6.08,100.0,99.0,Low,Laptop,Medium,Low
2506,19.0,Male,3.94,5.93,4.15,6.09,79.0,84.0,High,Mobile,Medium,Medium
